"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Combined heat and power (CHP) generation"	"nrg_inf_chp"	"folder"	" "	" "	" "	" "	
"                            Capacities, production, fuel used and energy savings in combined heat and power (CHP) by type of plant, generation technologies and primary energy savings levels"	"nrg_chp_cpfe"	"dataset"	"24.03.2023"	"24.03.2023"	"2017"	"2020"	
"                            Number of combined heat and power (CHP) units by type of plant, generation technologies and primary energy savings levels"	"nrg_chp_n"	"dataset"	"24.03.2023"	"24.03.2023"	"2017"	"2020"	
"                            Fuel used in combined heat and power"	"nrg_chp_f"	"dataset"	"24.03.2023"	"24.03.2023"	"2017"	"2020"	
"                    Stocks"	"nrg_stk"	"folder"	" "	" "	" "	" "	
"                        Stock levels for oil products"	"nrg_stk_oil"	"dataset"	"29.03.2023"	"24.03.2023"	"1990"	"2021"	
"                        Stock levels for gaseous and liquefied natural gas"	"nrg_stk_gas"	"dataset"	"27.03.2023"	"24.03.2023"	"1990"	"2021"	
"                    Trade by partner country"	"nrg_t"	"folder"	" "	" "	" "	" "	
"                        Imports"	"nrg_ti"	"folder"	" "	" "	" "	" "	
"                            Imports of solid fossil fuels by partner country"	"nrg_ti_sff"	"dataset"	"12.04.2023"	"24.03.2023"	"1990"	"2021"	
"                            Imports of oil and petroleum products by partner country"	"nrg_ti_oil"	"dataset"	"29.03.2023"	"24.03.2023"	"1990"	"2021"	
"                            Imports of natural gas by partner country"	"nrg_ti_gas"	"dataset"	"27.03.2023"	"24.03.2023"	"1990"	"2021"	
"                            Imports of biofuels by partner country"	"nrg_ti_bio"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                            Imports of electricity and derived heat by partner country"	"nrg_ti_eh"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                        Exports"	"nrg_te"	"folder"	" "	" "	" "	" "	
"                            Exports of solid fossil fuels by partner country"	"nrg_te_sff"	"dataset"	"12.04.2023"	"24.03.2023"	"1990"	"2021"	
"                            Exports of oil and petroleum products by partner country"	"nrg_te_oil"	"dataset"	"29.03.2023"	"24.03.2023"	"1990"	"2021"	
"                            Exports of natural gas by partner country"	"nrg_te_gas"	"dataset"	"27.03.2023"	"24.03.2023"	"1990"	"2021"	
"                            Exports of biofuels by partner country"	"nrg_te_bio"	"dataset"	"31.03.2023"	"24.03.2023"	"1990"	"2021"	
"                            Exports of electricity and derived heat by partner country"	"nrg_te_eh"	"dataset"	"12.04.2023"	"21.02.2023"	"1990"	"2021"	
"                Energy statistics - quantities, monthly data"	"nrg_quantm"	"folder"	" "	" "	" "	" "	
"                    Supply, transformation and consumption - commodity balances - monthly data"	"nrg_cb_m"	"folder"	" "	" "	" "	" "	
"                        Supply and transformation of solid fossil fuels - monthly data"	"nrg_cb_sffm"	"dataset"	"24.04.2023"	"21.04.2023"	"2016M01"	"2023M02"	
"                        Supply and transformation of oil and petroleum products - monthly data"	"nrg_cb_oilm"	"dataset"	"21.04.2023"	"21.04.2023"	"2008M01"	"2023M02"	
"                        Crude oil supply - monthly data"	"nrg_cb_cosm"	"dataset"	"24.04.2023"	"20.04.2023"	"2005M01"	"2023M03"	
"                    Trade by partner country"	"nrg_t_m"	"folder"	" "	" "	" "	" "	
"                        Imports"	"nrg_ti_m"	"folder"	" "	" "	" "	" "	
"                            Imports of oil and petroleum products by partner country - monthly data"	"nrg_ti_oilm"	"dataset"	"21.04.2023"	"21.04.2023"	"2008M01"	"2023M02"	
"                            Crude oil imports by field of production - monthly data"	"nrg_ti_coifpm"	"dataset"	"24.04.2023"	"20.04.2023"	"2005M01"	"2023M03"	
"                        Exports"	"nrg_te_m"	"folder"	" "	" "	" "	" "	
"                            Exports of oil and petroleum products by partner country - monthly data"	"nrg_te_oilm"	"dataset"	"21.04.2023"	"21.04.2023"	"2008M01"	"2023M02"	
"                    Stocks"	"nrg_stk_m"	"folder"	" "	" "	" "	" "	
"                        Stock levels for oil products - monthly data"	"nrg_stk_oilm"	"dataset"	"21.04.2023"	"21.04.2023"	"2013M01"	"2023M02"	
"                        Oil stocks held for other countries - monthly data"	"nrg_stk_oom"	"dataset"	"21.04.2023"	"21.04.2023"	"2013M01"	"2023M02"	
"                        Oil stocks held abroad - monthly data"	"nrg_stk_oam"	"dataset"	"21.04.2023"	"21.04.2023"	"2013M01"	"2023M02"	
"                        Emergency oil stocks in days equivalent - monthly data"	"nrg_stk_oem"	"dataset"	"06.04.2023"	"24.03.2023"	"2013M01"	"2023M02"	
"                    Trade by partner country - historical data"	"nrg_t_mh"	"folder"	" "	" "	" "	" "	
"                        Imports"	"nrg_ti_mh"	"folder"	" "	" "	" "	" "	
"                            Imports - solid fuels - monthly data"	"nrg_122m"	"dataset"	"07.03.2019"	"08.02.2021"	"2008M01"	"2016M12"	
"                            Imports - electricity - monthly data"	"nrg_125m"	"dataset"	"07.03.2019"	"08.02.2021"	"2008M01"	"2016M12"	
"                        Exports"	"nrg_te_mh"	"folder"	" "	" "	" "	" "	
"                            Exports - solid fuels - monthly data"	"nrg_132m"	"dataset"	"07.03.2019"	"08.02.2021"	"2008M01"	"2016M12"	
"                            Exports - electricity - monthly data"	"nrg_135m"	"dataset"	"07.03.2019"	"08.02.2021"	"2008M01"	"2016M12"	
"                Energy statistics - quantities, short-term monthly data"	"nrg_quantstm"	"folder"	" "	" "	" "	" "	
"                    Supply oil - short term monthly data"	"nrg_jodi"	"dataset"	"10.02.2022"	"10.02.2022"	"2008M01"	"2021M12"	
"                    Supply natural gas - short term monthly data"	"nrg_ind_343m"	"dataset"	"10.02.2022"	"10.02.2022"	"2008M01"	"2021M12"	
"                    Supply electricity - short term monthly data"	"nrg_ind_342m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                Energy statistics - quantities, monthly historical data"	"nrg_quantm_h"	"folder"	" "	" "	" "	" "	
"                    Energy statistics - supply, transformation, consumption"	"nrg_10m"	"folder"	" "	" "	" "	" "	
"                        Supply and transformation of solid fuels - monthly data"	"nrg_101m"	"dataset"	"20.02.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                        Supply and transformation of oil - monthly data"	"nrg_102m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                        Supply of gas - monthly data"	"nrg_103m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                        Supply of electricity - monthly data"	"nrg_105m"	"dataset"	"20.02.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                    Energy statistics - imports"	"nrg_12m"	"folder"	" "	" "	" "	" "	
"                        Imports - oil - monthly data"	"nrg_123m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                        Imports - gas - monthly data"	"nrg_124m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                    Energy statistics - exports"	"nrg_13m"	"folder"	" "	" "	" "	" "	
"                        Exports - oil - monthly data"	"nrg_133m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                        Exports - gas - monthly data"	"nrg_134m"	"dataset"	"09.03.2020"	"08.02.2021"	"2008M01"	"2019M12"	
"                    Energy statistics - oil stocks"	"nrg_14m"	"folder"	" "	" "	" "	" "	
"                        Oil stocks - stock levels - monthly data"	"nrg_141m"	"dataset"	"09.03.2020"	"08.02.2021"	"2013M01"	"2019M12"	
"                        Oil stocks - stocks held for other countries and stocks held abroad - monthly data"	"nrg_142m"	"dataset"	"09.03.2020"	"08.02.2021"	"2013M01"	"2019M12"	
"                        Oil stocks - emergency stocks in days equivalent - monthly data"	"nrg_143m"	"dataset"	"09.03.2020"	"01.06.2021"	"2013M01"	"2019M12"	
"            Energy statistics - prices of natural gas and electricity"	"nrg_price"	"folder"	" "	" "	" "	" "	
"                Energy statistics - natural gas and electricity prices (from 2007 onwards)"	"nrg_pc"	"folder"	" "	" "	" "	" "	
"                    Gas prices for household consumers - bi-annual data (from 2007 onwards)"	"nrg_pc_202"	"dataset"	"21.04.2023"	"21.04.2023"	"2007S1"	"2022S2"	
"                    Gas prices for non-household consumers - bi-annual data (from 2007 onwards)"	"nrg_pc_203"	"dataset"	"21.04.2023"	"05.04.2023"	"2007S1"	"2022S2"	
"                    Electricity prices for household consumers - bi-annual data (from 2007 onwards)"	"nrg_pc_204"	"dataset"	"21.04.2023"	"05.04.2023"	"2007S1"	"2022S2"	
"                    Electricity prices for non-household consumers - bi-annual data (from 2007 onwards)"	"nrg_pc_205"	"dataset"	"21.04.2023"	"05.04.2023"	"2007S1"	"2022S2"	
"                    Household consumption volumes of gas by consumption bands"	"nrg_pc_202_v"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                    Non-household consumption volumes of gas by consumption bands"	"nrg_pc_203_v"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                    Household consumption volumes of electricity by consumption bands"	"nrg_pc_204_v"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                    Non-household consumption volumes of electricity by consumption bands"	"nrg_pc_205_v"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                    Gas prices components for household consumers - annual data"	"nrg_pc_202_c"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                    Gas prices components for non-household consumers - annual data"	"nrg_pc_203_c"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                    Electricity prices components for household consumers - annual data (from 2007 onwards)"	"nrg_pc_204_c"	"dataset"	"21.04.2023"	"05.04.2023"	"2007S2"	"2022"	
"                    Electricity prices components for non-household consumers - annual data (from 2007 onwards)"	"nrg_pc_205_c"	"dataset"	"21.04.2023"	"05.04.2023"	"2007S2"	"2022"	
"                    Share for transmission and distribution in the network cost for gas and electricity - annual data"	"nrg_pc_206"	"dataset"	"21.04.2023"	"05.04.2023"	"2017"	"2022"	
"                Energy statistics - natural gas and electricity prices (until 2007)"	"nrg_pc_h"	"folder"	" "	" "	" "	" "	
"                    Gas prices for domestic consumers - bi-annual data (until 2007)"	"nrg_pc_202_h"	"dataset"	"28.05.2021"	"28.05.2021"	"1985S1"	"2007S2"	
"                    Gas prices for industrial consumers - bi-annual data (until 2007)"	"nrg_pc_203_h"	"dataset"	"28.05.2021"	"28.05.2021"	"1985S1"	"2007S2"	
"                    Electricity prices for domestic consumers - bi-annual data (until 2007)"	"nrg_pc_204_h"	"dataset"	"28.05.2021"	"28.05.2021"	"1985S1"	"2007S2"	
"                    Electricity prices for industrial consumers - bi-annual data (until 2007)"	"nrg_pc_205_h"	"dataset"	"28.05.2021"	"28.05.2021"	"1985S1"	"2007S2"	
"                    Electricity - marker prices - bi-annual data (until 2007)"	"nrg_pc_206_h"	"dataset"	"18.06.2021"	"18.06.2021"	"1991S2"	"2007S1"	
"            Energy statistics - market structure indicators - natural gas and electricity"	"nrg_market"	"folder"	" "	" "	" "	" "	
"                Energy market indicator"	"nrg_ind_market"	"dataset"	"10.03.2023"	"06.03.2023"	"2013"	"2021"	
"            Energy statistics - cooling and heating degree days"	"nrg_chdd"	"folder"	" "	" "	" "	" "	
"                Cooling and heating degree days by country - annual data"	"nrg_chdd_a"	"dataset"	"01.02.2023"	"01.02.2023"	"1979"	"2022"	
"                Cooling and heating degree days by country - monthly data"	"nrg_chdd_m"	"dataset"	"01.02.2023"	"01.02.2023"	"1979M01"	"2022M12"	
"                Cooling and heating degree days by NUTS 3 regions - annual data"	"nrg_chddr2_a"	"dataset"	"01.02.2023"	"01.02.2023"	"1979"	"2022"	
"                Cooling and heating degree days by NUTS 3 regions - monthly data"	"nrg_chddr2_m"	"dataset"	"01.02.2023"	"01.02.2023"	"1979M01"	"2022M12"	
"    Science, technology, digital society"	"science"	"folder"	" "	" "	" "	" "	
"        Science and technology"	"scitech"	"folder"	" "	" "	" "	" "	
"            Research and development (R&D)"	"rd"	"folder"	" "	" "	" "	" "	
"                Gross domestic expenditure on R&D (GERD) at national and regional level"	"rd_e"	"folder"	" "	" "	" "	" "	
"                    GERD by sector of performance"	"rd_e_gerdtot"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by sector of performance and fields of R&D"	"rd_e_gerdsc"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by source of funds"	"rd_e_fundgerd"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by sector of performance and source of funds"	"rd_e_gerdfund"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by sector of performance and type of expenditure"	"rd_e_gerdcost"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by sector of performance and type of R&D"	"rd_e_gerdact"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by sector of performance and socioeconomic objectives (NABS 2007)"	"rd_e_gerdsobj07"	"dataset"	"29.03.2023"	"29.03.2023"	"2003"	"2021"	
"                    GERD by sector of performance and NUTS 2 regions"	"rd_e_gerdreg"	"dataset"	"29.03.2023"	"06.03.2023"	"1980"	"2021"	
"                Business enterprise expenditure on R&D (BERD)"	"rd_b"	"folder"	" "	" "	" "	" "	
"                    BERD by NACE Rev. 2 activity"	"rd_e_berdindr2"	"dataset"	"29.03.2023"	"29.03.2023"	"2005"	"2021"	
"                    BERD by NACE Rev. 2 activity and source of funds"	"rd_e_berdfundr2"	"dataset"	"29.03.2023"	"29.03.2023"	"2005"	"2021"	
"                    BERD by NACE Rev. 2 activity and type of expenditure"	"rd_e_berdcostr2"	"dataset"	"29.03.2023"	"29.03.2023"	"2005"	"2021"	
"                    BERD by industry orientation (NACE Rev. 2 activity)"	"rd_e_berdpfr2"	"dataset"	"29.03.2023"	"29.03.2023"	"2005"	"2021"	
